iter	Passed	Remaining
257	3378	9716
258	3390	9699
259	3400	9677
260	3411	9658
261	3421	9638
262	3433	9622
263	3444	9603
264	3454	9582
265	3466	9565
266	3476	9543
267	3486	9523
268	3498	9507
269	3509	9488
270	3518	9465
271	3529	9445
272	3541	9430
273	3552	9414
274	3563	9394
275	3574	9376
276	3586	9360
277	3596	9341
278	3607	9322
279	3618	9303
280	3628	9283
281	3638	9264
282	3651	9250
283	3662	9232
284	3672	9212
285	3682	9192
286	3694	9177
287	3704	9158
288	3716	9142
289	3727	9125
290	3737	9106
291	3748	9087
292	3758	9069
293	3770	9053
294	3782	9040
295	3793	9021
296	3803	9002
297	3813	8984
298	3826	8970
299	3837	8953
300	3847	8935
301	3858	8917
302	3869	8901
303	3878	8880
304	3889	8863
305	3901	8849
306	3913	8833
307	3924	8816
308	3936	8802
309	3948	8788
310	3960	8774
311	3971	8756
312	3983	8743
313	3994	8727
314	4004	8708
315	4015	8690
316	4025	8673
317	4038	8660
318	4048	8643
319	4059	8625
320	4069	8607
321	4080	8592
322	4093	8579
323	4103	8561
324	4115	8547
325	4125	8530
326	4136	8513
327	4147	8496
328	4158	8480
329	4171	8468
330	4183	8456
331	4194	8439
332	4205	8423
333	4216	8406
334	4228	8393
335	4240	8379
336	4250	8362
337	4261	8345
338	4272	8329
339	4282	8313
340	4292	8295
341	4303	8279
342	4314	8264
343	4325	8249
344	4338	8236
345	4349	8220
346	4359	8204
347	4369	8187
348	4382	8175
349	4393	8159
350	4405	8145
351	4416	8131
352	4427	8115
353	4439	8100
354	4450	8086
355	4462	8071
356	4472	8056
357	4483	8040
358	4493	8022
359	4504	8007
360	4515	7992
361	4525	7976
362	4536	7961
363	4547	7945
364	4559	7932
365	4569	7915
366	4582	7903
367	4594	7889
368	4604	7873
369	4614	7857
370	4625	7841
371	4634	7824
372	4645	7808
373	4654	7791
374	4665	7776
375	4677	7762
376	4687	7746
377	4700	7734
378	4711	7719
379	4721	7704
380	4733	7691
381	4744	7675
382	4754	7659
383	4766	7646
384	4777	7632
385	4788	7616
386	4798	7600
387	4809	7585
388	4821	7573
389	4832	7558
390	4844	7545
391	4855	7531
392	4866	7516
393	4877	7501
394	4888	7486
395	4899	7473
396	4910	7458
397	4921	7443
398	4931	7427
399	4941	7412
400	4954	7401
401	4965	7386
402	4975	7370
403	4986	7355
404	4997	7341
405	5007	7325
406	5017	7310
407	5029	7298
408	5040	7283
409	5050	7268
410	5062	7255
411	5074	7242
412	5085	7227
413	5096	7213
414	5107	7199
415	5118	7184
416	5128	7169
417	5138	7154
418	5148	7139
419	5158	7124
420	5169	7110
421	5180	7094
422	5190	7080
423	5202	7067
424	5213	7052
425	5223	7038
426	5233	7023
427	5243	7008
428	5255	6994
429	5265	6980
430	5276	6965
431	5286	6950
432	5297	6936
433	5307	6921
434	5318	6907
435	5328	6893
436	5341	6881
437	5352	6868
438	5363	6853
439	5375	6841
440	5386	6827
441	5397	6814
442	5408	6799
443	5419	6786
444	5431	6773
445	5443	6761
446	5454	6748
447	5465	6734
448	5478	6722
449	5489	6709
450	5499	6694
451	5510	6680
452	5520	6666
453	5531	6652
454	5543	6639
455	5554	6626
456	5565	6612
457	5574	6597
458	5585	6582
459	5595	6568
460	5605	6554
461	5615	6539
462	5625	6524
463	5635	6509
464	5645	6495
465	5658	6484
466	5669	6470
467	5679	6456
468	5689	6441
469	5700	6427
470	5710	6414
471	5723	6403
472	5735	6390
473	5747	6377
474	5758	6364
475	5769	6351
476	5780	6337
477	5792	6325
478	5803	6311
479	5813	6298
480	5826	6286
481	5836	6272
482	5847	6258
483	5858	6245
484	5869	6232
485	5879	6218
486	5892	6207
487	5903	6194
488	5913	6180
489	5924	6166
490	5934	6152
491	5944	6137
492	5955	6124
493	5965	6110
494	5977	6098
495	5989	6085
496	5999	6072
497	6011	6059
498	6022	6046
499	6032	6032
500	6042	6018
501	6053	6005
502	6064	5992
503	6075	5978
504	6084	5964
505	6095	5950
506	6105	5936
507	6116	5923
508	6130	5913
509	6145	5904
510	6157	5892
511	6173	5883
512	6190	5877
513	6202	5864
514	6215	5853
515	6229	5843
516	6242	5832
517	6258	5823
518	6272	5812
519	6284	5800
520	6299	5791
521	6311	5779
522	6322	5766
523	6332	5752
524	6342	5738
525	6355	5727
526	6367	5715
527	6378	5701
528	6389	5688
529	6401	5676
530	6412	5663
531	6422	5649
532	6432	5636
533	6442	5621
534	6452	5607
535	6462	5594
536	6472	5581
537	6482	5567
538	6493	5554
539	6503	5540
540	6514	5526
541	6525	5514
542	6534	5499
543	6544	5486
544	6554	5472
545	6565	5459
546	6575	5445
547	6586	5432
548	6597	5419
549	6608	5407
550	6618	5393
551	6628	5379
552	6638	5365
553	6648	5352
554	6659	5339
555	6670	5326
556	6682	5314
557	6691	5300
558	6702	5287
559	6713	5274
560	6724	5261
561	6734	5248
562	6746	5236
563	6757	5223
564	6769	5211
565	6782	5200
566	6793	5187
567	6804	5175
568	6814	5161
569	6825	5149
570	6836	5136
571	6846	5122
572	6856	5109
573	6867	5096
574	6877	5083
575	6889	5071
576	6900	5059
577	6911	5045
578	6921	5032
579	6933	5020
580	6943	5007
581	6953	4994
582	6966	4982
583	6977	4969
584	6988	4957
585	7000	4945
586	7011	4933
587	7022	4920
588	7033	4908
589	7044	4895
590	7055	4882
591	7067	4870
592	7078	4858
593	7089	4845
594	7099	4832
595	7109	4819
596	7121	4807
597	7131	4794
598	7142	4781
599	7152	4768
600	7163	4756
601	7174	4743
602	7186	4731
603	7198	4719
604	7209	4706
605	7219	4693
606	7229	4680
607	7240	4668
608	7251	4655
609	7262	4643
610	7271	4629
611	7282	4617
612	7293	4604
613	7304	4592
614	7315	4579
615	7326	4566
616	7337	4554
617	7348	4542
618	7359	4529
619	7370	4517
620	7380	4504
621	7392	4492
622	7403	4479
623	7413	4467
624	7423	4454
625	7435	4442
626	7445	4429
627	7456	4417
628	7468	4405
629	7478	4392
630	7488	4379
631	7498	4366
632	7509	4353
633	7520	4341
634	7530	4328
635	7540	4315
636	7551	4303
637	7561	4290
638	7571	4277
639	7582	4265
640	7594	4253
641	7607	4242
642	7619	4230
643	7630	4218
644	7640	4205
645	7650	4192
646	7661	4179
647	7672	4167
648	7682	4155
649	7695	4143
650	7707	4131
651	7718	4119
652	7729	4107
653	7741	4095
654	7751	4083
655	7761	4070
656	7773	4058
657	7783	4045
658	7793	4032
659	7803	4019
660	7813	4007
661	7823	3994
662	7835	3982
663	7846	3970
664	7858	3958
665	7868	3946
666	7878	3933
667	7889	3921
668	7899	3908
669	7911	3896
670	7922	3884
671	7932	3871
672	7943	3859
673	7954	3847
674	7965	3835
675	7976	3823
676	7987	3810
677	7998	3798
678	8009	3786
679	8020	3774
680	8033	3763
681	8044	3750
682	8055	3738
683	8065	3726
684	8075	3713
685	8086	3701
686	8096	3688
687	8106	3676
688	8117	3664
689	8127	3651
690	8138	3639
691	8147	3626
692	8159	3614
693	8170	3602
694	8180	3589
695	8189	3577
696	8199	3564
697	8210	3552
698	8222	3540
699	8232	3528
700	8243	3516
701	8253	3503
702	8264	3491
703	8274	3479
704	8284	3466
705	8295	3454
706	8306	3442
707	8317	3430
708	8330	3419
709	8339	3406
710	8350	3394
711	8361	3382
712	8372	3370
713	8383	3357
714	8395	3346
715	8405	3334
716	8416	3322
717	8428	3310
718	8440	3298
719	8450	3286
720	8459	3273
721	8470	3261
722	8481	3249
723	8491	3237
724	8501	3224
725	8512	3212
726	8523	3200
727	8533	3188
728	8543	3176
729	8554	3163
730	8564	3151
731	8574	3139
732	8585	3127
733	8595	3115
734	8607	3103
735	8618	3091
736	8628	3078
737	8638	3066
738	8649	3054
739	8660	3042
740	8672	3031
741	8684	3019
742	8694	3007
743	8706	2995
744	8717	2983
745	8728	2971
746	8740	2960
747	8750	2948
748	8761	2936
749	8772	2924
750	8782	2912
751	8793	2900
752	8803	2887
753	8814	2875
754	8825	2863
755	8835	2851
756	8845	2839
757	8856	2827
758	8868	2815
759	8879	2803
760	8889	2791
761	8905	2781
762	8937	2776
763	8969	2770
764	9000	2764
765	9030	2758
766	9058	2751
767	9088	2745
768	9115	2738
769	9134	2728
770	9147	2717
771	9159	2705
772	9169	2692
773	9183	2681
774	9195	2669
775	9207	2657
776	9218	2645
777	9229	2633
778	9242	2621
779	9253	2609
780	9263	2597
781	9274	2585
782	9284	2573
783	9294	2560
784	9305	2548
785	9315	2536
786	9326	2524
787	9335	2511
788	9346	2499
789	9357	2487
790	9368	2475
791	9379	2463
792	9389	2450
793	9400	2438
794	9410	2426
795	9421	2414
796	9432	2402
797	9442	2390
798	9453	2378
799	9463	2365
800	9474	2353
801	9485	2341
802	9495	2329
803	9508	2317
804	9518	2305
805	9530	2294
806	9541	2281
807	9552	2269
808	9562	2257
809	9572	2245
810	9584	2233
811	9594	2221
812	9605	2209
813	9616	2197
814	9627	2185
815	9639	2173
816	9649	2161
817	9660	2149
818	9670	2137
819	9682	2125
820	9692	2113
821	9704	2101
822	9714	2089
823	9725	2077
824	9737	2065
825	9748	2053
826	9758	2041
827	9769	2029
828	9780	2017
829	9790	2005
830	9801	1993
831	9812	1981
832	9823	1969
833	9833	1957
834	9845	1945
835	9855	1933
836	9867	1921
837	9877	1909
838	9888	1897
839	9899	1885
840	9911	1873
841	9922	1861
842	9932	1849
843	9943	1837
844	9954	1826
845	9965	1814
846	9975	1801
847	9985	1789
848	9996	1777
849	10007	1766
850	10016	1753
851	10028	1742
852	10038	1730
853	10050	1718
854	10061	1706
855	10072	1694
856	10082	1682
857	10092	1670
858	10105	1658
859	10118	1647
860	10131	1635
861	10141	1623
862	10151	1611
863	10161	1599
864	10172	1587
865	10184	1575
866	10197	1564
867	10209	1552
868	10220	1540
869	10232	1528
870	10242	1517
871	10254	1505
872	10264	1493
873	10275	1481
874	10286	1469
875	10296	1457
876	10307	1445
877	10319	1433
878	10329	1421
879	10340	1410
880	10350	1398
881	10361	1386
882	10370	1374
883	10382	1362
884	10395	1350
885	10405	1338
886	10417	1327
887	10427	1315
888	10437	1303
889	10448	1291
890	10459	1279
891	10470	1267
892	10480	1255
893	10493	1244
894	10504	1232
895	10515	1220
896	10526	1208
897	10536	1196
898	10546	1184
899	10557	1173
900	10568	1161
901	10579	1149
902	10590	1137
903	10601	1125
904	10612	1114
905	10622	1102
906	10634	1090
907	10644	1078
908	10654	1066
909	10665	1054
910	10676	1043
911	10687	1031
912	10698	1019
913	10710	1007
914	10722	996
915	10732	984
916	10742	972
917	10754	960
918	10766	948
919	10778	937
920	10788	925
921	10799	913
922	10810	901
923	10821	890
924	10834	878
925	10845	866
926	10856	854
927	10865	843
928	10877	831
929	10887	819
930	10898	807
931	10908	795
932	10918	784
933	10929	772
934	10941	760
935	10953	748
936	10965	737
937	10974	725
938	10984	713
939	10994	701
940	11005	690
941	11014	678
942	11023	666
943	11034	654
944	11043	642
945	11054	631
946	11065	619
947	11075	607
948	11086	595
949	11101	584
950	11118	572
951	11132	561
952	11146	549
953	11160	538
954	11178	526
955	11193	515
956	11205	503
957	11222	492
958	11236	480
959	11249	468
960	11264	457
961	11276	445
962	11287	433
963	11297	421
964	11307	410
965	11317	398
966	11329	386
967	11340	374
968	11352	363
969	11363	351
970	11374	339
971	11384	327
972	11394	316
973	11405	304
974	11416	292
975	11426	280
976	11438	269
977	11448	257
978	11458	245
979	11469	234
980	11480	222
981	11490	210
982	11502	198
983	11512	187
984	11523	175
985	11533	163
986	11543	152
987	11553	140
988	11564	128
989	11575	116
990	11587	105
991	11598	93
992	11608	81
993	11619	70
994	11629	58
995	11639	46
996	11649	35
997	11659	23
998	11670	11
999	11681	0
